id,Name,PS Intelligence,PS Strength,PS Speed,PS Durability,PS Power,PS Combat,Overall PS,Gender,Race,Height,Weight,Full Name,First Appearance,Publisher,Alignment,Occupation,Base,Affiliation,Image,Year
551,Red Tornado,75,38,67,60,100,40,380,Male,Android,185 Cm,146 Kg,John Smith,"As Red Tornado: Justice League Of America #64, As Ulthoon: Mystery In Space #61",Dc Comics,😇,-,"Happy Harbor, Rhode Island","Justice League Of America, Formerly Parliament Of Vapors, T.o. Morrow, Justice Society Of America, Young Justice, Primal Force, Leymen, Donna Troy",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/551-red-tornado.jpg,
555,Rey,63,8,21,10,87,35,224,Female,Human,297 Cm,Unknown,,Star Wars: Episode Vii - The Force Awakens (2015),George Lucas,😇,Scavenger,Jakku,Resistence,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/555-rey.jpg,2015.0
556,Rhino,25,80,43,90,36,85,359,Male,Human / Radiation,196 Cm,320 Kg,Aleksei Mikhailovich Sytsevich,Amazing Spider-man #41,Marvel Comics,😈,"Professional Criminal ,henchman Of The Russian Mafia",Mobile,Sinister Syndicate,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/556-rhino.jpg,
557,Rick Flag,88,11,23,28,19,95,264,Male,Unknown,185 Cm,85 Kg,Richard Rogers Flag,Brave And The Bold #25 (september 1959),Dc Comics,😈,"Government Agent, Covert Ops Field Commander","Belle Reve, Louisiana","Suicide Squad, Task Force X",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/557-rick-flag.jpg,1959.0
558,Riddler,100,10,12,14,10,14,160,Male,Unknown,Unknown,Unknown,Edward Nigma,Detective Comics #140 (1948),Dc Comics,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/558-riddler.jpg,1948.0
559,Rip Hunter,100,8,8,10,100,25,251,Male,Human,Unknown,Unknown,Richard Hunter,Showcase #20,Dc Comics,😇,-,"Time Lab, Arizona","Formerly Leader Of The Time Masters; Former Member Of The Forgotten Heroes; Former Member Of The Linear Men, Booster Gold International (bgi)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/559-rip-hunter.jpg,
561,Robin,88,11,27,28,32,85,271,Male,Human,178 Cm,79 Kg,Dick Grayson,"Detective Comics #38 (april, 1940)",Batman Ii,😇,-,"Wayne Tower, Gotham City; Formerly The Batcave; Formerly Bl?dhaven; Formerly New York City","Batman Family, Batman Incorporated, Justice League; Formerly Teen Titans, Outsiders, Bludhaven Police Department, Secret Society Of Super-villains",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/561-robin.jpg,1940.0
562,Robin Ii,75,11,27,28,28,85,254,Male,Human,183 Cm,101 Kg,Jason Todd,Detective Comics #524,Red Hood,😇,-,-,"Batman Family, Teen Titans, Challengers From Beyond",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/562-robin-ii.jpg,
563,Robin Iii,81,11,27,28,29,85,261,Male,Human,165 Cm,56 Kg,Tim Drake,"Batman #436 (august, 1989)",Red Robin,😇,High School Student,"Gotham City; Titans Tower, San Francisco","Teen Titans, Batman Family, Batman Inc., Wayne Enterprises; Formerly Young Justice",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/563-robin-iii.jpg,1989.0
564,Robin V,69,8,33,16,29,65,220,Male,Human,137 Cm,38 Kg,Damian Wayne,Batman: Son Of The Demon,Dc Comics,😇,-,Gotham City,"Batman Family, Batman Inc., Wayne Enterprises; Formerly Teen Titans, League Of Assassins",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/564-robin-v.jpg,
565,Robin Vi,50,8,25,20,17,70,190,Female,Human,Unknown,Unknown,Carrie Kelley,-,Dc Comics,😐,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/565-robin-vi.jpg,
566,Rocket Raccoon,50,5,23,28,28,64,198,Male,Animal,122 Cm,25 Kg,Rocket Raccoon,"Marvel Preview #7 (june, 1976)",Marvel Comics,😇,"Law Enforcement Officer, Security Guard, Member Of The Guardians Of The Galaxy","Knowhere; Formerly Hala, Mobile Aboard The Rakk'n'ruin Halfworld, Keystone Quadrant",Guardians Of The Galaxy; Formerly Star-lord's Unnamed Commando Team,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/566-rocket-raccoon.jpg,1976.0
567,Rogue,75,10,12,28,80,80,285,Female,Unknown,173 Cm,54 Kg,Anna Marie,Avengers Annual #10 (1981),Marvel Comics,😇,"Adventurer, Former Mechanic, Waitress, Terrorist",-,"X-men, Formerly X-treme Sanctions Executive, X-treme X-men, Brotherhood Of Evil Mutants",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/567-rogue.jpg,1981.0
568,Ronin,56,12,21,10,13,80,192,Male,Human,191 Cm,104 Kg,Clint Barton,-,Goliath,😇,"Outlaw Adventurer, Revolutionary; Former Professional Super Hero, Fugitive, Unnoficial S.h.i.e.l.d. Operative, Federal Inmate, Cte Security Chief, Ranch Hand, Archery Tutor, Carnival Performer, Roustabout, Butcher Shop Worker",-,"Avengers; Formerly Founding Member Of Avengers West Coast And First Chairman, Thunderbolts, S.h.i.e.l.d. (unofficial), Chain Gang 421-011, Shadows, Great Lakes Avengers, Cross Technological Enterprises, Defenders, Carson Carnival Of Traveling Wonders, Ti",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/no-portrait.jpg,
569,Rorschach,75,10,29,20,23,80,237,Male,Human,168 Cm,63 Kg,Walter Joseph Kovacs,"Watchmen #1 (september, 1986)",Dc Comics,😇,"Vigilante, Former Garment Worker",-,Crimebusters,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/569-rorschach.jpg,1986.0
570,Sabretooth,56,48,38,90,50,100,382,Male,Mutant,198 Cm,171 Kg,Victor Creed,"Iron Fist #14 (august, 1977)",Marvel Comics,😈,"Mercenary, Professional Criminal, Assassin, Serial Killer",Mobile,"Weapon X, Marauders, Brotherhood Of Evil Mutants",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/570-sabretooth.jpg,1977.0
571,Sage,75,10,12,14,28,56,195,Female,Unknown,170 Cm,61 Kg,Tessa,X-men Vol. 1 #132,Marvel Comics,😇,Former Soldier,Base Of Operations Unknown,"Excalibur, Formerly X-men, X-treme Sanctions Executive, X-treme X-men, Hellfire Club",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/571-sage.jpg,
572,Sandman,44,75,46,90,100,60,415,Male,Human,185 Cm,203 Kg,William Baker,"Amazing Spider-man #4 (september, 1963)",Marvel Comics,😐,Professional Criminal,-,"(formerly) Sinister Twelve, The Sinister Six, The Frightful Four, The Outlaws And The Wild Pack, Reserve Member Of The Avengers",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/572-sandman.jpg,1963.0
573,Sasquatch,75,80,23,56,15,42,291,Male,Unknown,305 Cm,900 Kg,Walter Langkowski,-,Marvel Comics,😇,"Adventurer, Bio-physicist, Government Operative; Former College Lecturer, Professional Football Player",-,"Omega Flight; Formerly Alpha Flight, Beta Flight, Gamma Flight, Howling Commandos",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/573-sasquatch.jpg,
574,Sauron,88,85,33,100,100,70,476,Male,Maiar,279 Cm,Unknown,Sauron,-,J. R. R. Tolkien,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/574-sauron.jpg,
575,Savage Dragon,63,70,54,85,66,72,410,Male,Unknown,Unknown,Unknown,Kurr,-,Image Comics,😇,-,-,"Liberty League, Chicago Police Department, Special Operations Strikeforce (s.o.s.)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/575-savage-dragon.jpg,
576,Scarecrow,81,10,12,14,48,50,215,Male,Human,183 Cm,63 Kg,Jonathan Crane,"World's Finest Comics #3 (fall, 1941)",Dc Comics,😈,Special Professional Criminal,Gotham City,Injustice Gang,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/576-scarecrow.jpg,1941.0
577,Scarlet Spider,75,53,60,74,46,56,364,Male,Human,178 Cm,74 Kg,Benjamin Reilly,Amazing Spider-man # 149 (as Spider-clone); Web Of Spider-man # 117 (as Ben Reilly),Spider-carnage,😇,Crime-fighter,-,None; Formerly New Warriors,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/577-scarlet-spider.jpg,
578,Scarlet Spider Ii,88,55,60,40,37,56,336,Male,Clone,193 Cm,113 Kg,Kaine Parker,"Web Of Spider-man #119 (december, 1994)",Marvel Comics,😇,Fugitive,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/578-scarlet-spider-ii.jpg,1994.0
579,Scarlet Witch,100,10,29,70,100,80,389,Female,Mutant,170 Cm,59 Kg,Wanda Maximoff,"Uncanny X-men #4 (march, 1964)",Marvel Comics,😈,"Adventurer; Formerly Witchcraft Tutor, Housewife, Terrorist","Mobile; Formerly The Works; Avengers Compound, California; Avengers Mansion, New York","None, Formerly Avengers, Avengers West Coast, Force Works, Queen's Vengeance, Secret Defenders, Lady Liberators, Brotherhood Of Evil Mutants",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/579-scarlet-witch.jpg,1964.0
580,Scorpia,38,28,42,28,34,28,198,Female,Unknown,Unknown,Unknown,Elaine Coll,Spider-man: Power Of Terror Limited Series #2 (1995),Marvel Comics,😈,Professional Criminal,-,"Hells Kitchen Mob; Formerly Sinister Seven, Allied With Silvermane",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/580-scorpia.jpg,1995.0
581,Scorpion,50,52,60,85,49,80,376,Male,Human,211 Cm,310 Kg,Macdonald Gargan,Amazing Spider-man #19 (1964),Venom Iii,😈,"U.s. Government Agent; Former Professional Criminal, Assassin, Private Detective",-,"Avengers (osborn's Team); Formerly Thunderbolts, Masters Of Evil, ""spider-man Revenge League""; Sinister Twelve; Formerly Partners With Mister Hyde And Delilah",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/581-scorpion.jpg,1964.0
582,Sebastian Shaw,63,85,12,95,36,56,347,Male,Mutant,Unknown,Unknown,Sebastian Hiram Shaw,-,Marvel Comics,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/no-portrait.jpg,
583,Sentry,75,100,100,84,100,40,499,Male,Mutant,188 Cm,87 Kg,Robert Reynolds,"Sentry #1 (september, 2000)",Marvel Comics,😐,-,"The Watchtower (on Top Of Stark Tower, Where It Was Formerly Located Before All Memory Of Him Disappeared)","Formerly Horsemen Of Death, Osborn's Avengers, Mighty Avengers, New Avengers, Partner Of Scout",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/583-sentry.jpg,2000.0
584,Shadow King,75,12,27,100,100,75,389,-,Unknown,185 Cm,149 Kg,Amahl Farouk,X-men #117 (1979),Marvel Comics,😇,-,"The Astral Plane; Formerly Cairo, Egypt.",Shadow Mob; Former Head Of The Gladiators And The Cairo?s Thieves Quarter,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/584-shadow-king.jpg,1979.0
585,Shadow Lass,63,10,67,20,79,80,319,Female,Talokite,173 Cm,54 Kg,Tasmia Mallor,Adventure Comics #365,Dc Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/585-shadow-lass.jpg,
586,Shadowcat,88,8,21,25,69,70,281,Female,Mutant,168 Cm,50 Kg,Kitty Pryde,"X-men #129 (january, 1980)",Marvel Comics,😇,"Teacher, Adventurer, Former Student","Xavier Insitute For Higher Learning, Salem Center, New York, Formerly Muir Island Off The Coast Of Scotland, Formerly Excalibur's Lighthouse, Formerly Braddock Manor, England","X-men (new Charles Xavier School Member), X-men (past) (tutor); Formerly X-men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.h.i.e.l.d., Gladiators, Excalibur (founding Member), New Mutants, Knights Of Wundagore",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/586-shadowcat.jpg,1980.0
587,Shang-chi,63,12,30,50,29,100,284,Male,Human,178 Cm,79 Kg,Shang-chi,"Special Marvel Edition #15 (december, 1973)",Marvel Comics,😇,-,-,"Mi-5, Mi-6, ""marvel Knights"", Heroes For Hire, Freelance Restorations, Si-fan, Secret Avengers",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/587-shang-chi.jpg,1973.0
588,Shatterstar,63,48,45,64,49,84,353,Male,Unknown,191 Cm,88 Kg,Gaveedra Seven,New Mutants #99,Marvel Comics,😇,Warrior,-,"X-force, Blood Cadre Alliance (former Member)",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/588-shatterstar.jpg,
589,She-hulk,81,100,42,100,40,70,433,Female,Human,201 Cm,315 Kg,Jennifer Walters,She-hulk (vol. 1) #1,Marvel Comics,😇,"Lawyer, Magistra Of The Living Tribunal","Law Offices Of Goodman, Lieber, Kurtzberg, & Holliway; Formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Goodman, Lieber, Kurtzberg, & Holliway; Formerly Avengers, Fantastic Four, Heroes For Hire",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/589-she-hulk.jpg,
590,She-thing,69,72,21,80,23,65,330,Female,Human / Radiation,183 Cm,153 Kg,Sharon Ventura,Thing #27,Ms Marvel Ii,😇,"Prisoner, Former Adventurer, Wrestler, Stuntwoman, Scuba Diver, Motorcycle Performer",-,"Frightful Four; Formerly Fantastic Four, Unlimited Class Wrestling Federation, Thunderiders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/590-she-thing.jpg,
591,Shocker,63,10,23,70,79,56,301,Male,Human,175 Cm,79 Kg,Herman Schultz,Amazing Spider-man #46,Marvel Comics,😈,"Professional Thief, Hired Assassin","New York City, New York","Formerly Masters Of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/591-shocker.jpg,
592,Shriek,50,10,23,28,45,42,198,Female,Unknown,173 Cm,52 Kg,Frances Louise Barrison,-,Marvel Comics,😇,"Former Partner Of Carnage, Carrion (malcolm Mcbride), Demogoblin And Doppelganger). Before She Became Shriek, She Was A Rock Band Groupie And Drug Dealer.",-,Formerly Carnage Family,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/592-shriek.jpg,
594,Sif,63,90,67,80,100,70,470,Female,Asgardian,188 Cm,191 Kg,Sif,"Journey Into Mystery #102 (march, 1964)",Marvel Comics,😇,-,Broxton/asgard; Formerly New York City,The Gods Of Asgard,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/594-sif.jpg,1964.0
595,Silk,75,48,71,70,71,65,400,Female,Human,Unknown,Unknown,Cindy Moon,Amazing Spider-man Vol 3 #4,Marvel Comics,😇,"Vigilante, Intern At Fact Channel News, Adventurer; Former Student","Sims Tower, Times Square, Manhattan, New York City, New York; Formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13","Black Cat's Gang, Fact Channel News; Formerly Spider-army, Partner Of Spider-man, Ezekiel Sims",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/595-silk.jpg,
598,Silver Surfer,56,100,100,90,100,32,478,Male,Alien,193 Cm,101 Kg,Norrin Radd,"Fantastic Four, Vol. 1 #48",Marvel Comics,😇,"Adventurer, Formerly Galactus' Herald",Mobile Throughout The Universe,"Former Member Of Defenders, Former Member Of The Star Masters",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/598-silver-surfer.jpg,
599,Silverclaw,50,28,35,42,34,42,231,Female,Unknown,157 Cm,50 Kg,Maria De Guadalupe Santiago,Avengers #8 (1998),Marvel Comics,😇,"University Student, Adventurer","Empire State University And Avengers Mansion, New York City, Ny","The Secret Avengers, Formerly Reserve Member Of The Avengers",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/599-silverclaw.jpg,1998.0
600,Simon Baz,56,90,42,55,100,60,403,Male,Human,Unknown,Unknown,Simoon Baz,"The New 52: Fcbd Special Edition #1 (june, 2012)",Dc Comics,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/600-simon-baz.jpg,2012.0
601,Sinestro,75,85,53,64,100,55,432,Male,Korugaran,201 Cm,92 Kg,Thaal Sinestro,Green Lantern Vol 2 #7,Dc Comics,😐,-,"Ranx, Warworld. Formerly New Korugar, Qward, Oa","Sinestro Corps, Formerly Green Lantern Corps, Secret Society, Injustice League",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/601-sinestro.jpg,
602,Siren,56,62,79,60,92,60,409,Female,Atlantean,175 Cm,72 Kg,Hila,"Aquaman #22 (august, 1965)",Dc Comics,😈,-,Formely Atlantis,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/602-siren.jpg,1965.0
604,Siryn,38,8,47,28,50,42,213,Female,Unknown,168 Cm,52 Kg,Theresa Rourke Cassidy,Spider-woman (first Series) #37,Marvel Comics,😈,(current) Adventurer (former) Professional Criminal,-,"(current) X-factor (former) Ally Of Black Tom And The Juggernaut, Fallen Angels, X-force",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/604-siryn.jpg,
605,Skaar,50,85,27,90,69,85,406,Male,Unknown,198 Cm,180 Kg,,"World War Hulk #5, 2007",Marvel Comics,😇,Warrior,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/605-skaar.jpg,2007.0
607,Snowbird,50,32,27,42,70,52,273,Female,Unknown,178 Cm,49 Kg,Narya,Uncanny X-men #120,Marvel Comics,😇,"Goddess, Adventurer, Former Records Officer",Formerly Department H,"God Squad; Formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/607-snowbird.jpg,
608,Sobek,50,34,23,46,20,56,229,Male,Unknown,Unknown,Unknown,Yurrd The Unknown,52 Week Twenty-six,Dc Comics,😇,-,Kahndaq,"Black Marvel Family, Four Horsemen",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/608-sobek.jpg,
609,Solomon Grundy,9,93,13,100,92,30,337,Male,Zombie,279 Cm,437 Kg,Cyrus Gold,"All-american Comics #61 (october, 1944)",Dc Comics,😈,-,-,"Formerly, Injustice Society, Injustice League, The Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/609-solomon-grundy.jpg,1944.0
610,Songbird,75,36,27,42,55,56,291,Female,Unknown,165 Cm,65 Kg,Melissa Joan Gold,-,Marvel Comics,😇,Adventurer; Former Criminal And Wrestler,-,"Formerly Thunderbolts, Masters Of Evil, Unlimited Class Wrestling Federation, Grapplers",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/610-songbird.jpg,
611,Space Ghost,38,18,33,40,95,80,304,Male,Human,188 Cm,113 Kg,Thaddeus Bach,Space Ghost (1966),Dc Comics,😇,-,-,Galactic Heroes,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/611-space-ghost.jpg,1966.0
612,Spawn,75,60,50,90,100,95,470,Male,Demon,211 Cm,405 Kg,Al Simmons,"Spawn #1 (may, 1992)",Image Comics,😇,-,Hell,"Eighth Circle Of Hell; Formerly (as Al Simmons) Cia (u.s. Security Service), U.s. Secret Service, U.s. Marine Corps",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/612-spawn.jpg,1992.0
613,Spectre,88,100,100,100,100,70,558,Male,God / Eternal,Unknown,Unknown,Aztar,"More Fun Comics #52 (february, 1940)",Aztar,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/613-spectre.jpg,1940.0
615,Speedy,50,6,33,20,26,70,205,Female,Human,Unknown,Unknown,Thea Queen,"Arrow (tv Series) - ""pilot""",Dc Comics,😇,Nightclub Owner,-,Team Arrow,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/615-speedy.jpg,
618,Spider-girl,63,38,60,65,53,75,354,Female,Human,170 Cm,54 Kg,May 'mayday' Parker,"What If? Vol 2 #105 (february, 1998)",Marvel Comics,😇,-,"New York City, New York",-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/618-spider-girl.jpg,1998.0
619,Spider-gwen,75,55,63,70,66,70,399,Female,Human,165 Cm,56 Kg,Gwen Stacy,Edge Of Spider-verse #2,Marvel Comics,😇,-,-,"Warriors Of The Great Web; Formerly Mary Janes, Spider-army",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/619-spider-gwen.jpg,
620,Spider-man,90,55,67,75,74,85,446,Male,Human,178 Cm,74 Kg,Peter Parker,Amazing Fantasy #15,Marvel Comics,😇,"Freelance Photographer, Teacher","New York, New York","Member Of The Avengers, Formerly Member Of Outlaws, Alternate Fantastic Four",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/620-spider-man.jpg,
623,Spider-woman,56,42,42,60,68,70,338,Female,Human,178 Cm,59 Kg,Jessica Drew,"Marvel Spotlight #32 (february, 1977)",Marvel Comics,😇,"Form Agent Of Hydra, Former Bounty Hunter, Private Investigator, Adventurer",-,Former Agent Of Hydra,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/623-spider-woman.jpg,1977.0
625,Spider-woman Iii,50,48,27,42,60,28,255,Female,Unknown,173 Cm,55 Kg,Martha Franklin,(cameo) Spectacular Spider-man #263 (1998); (full) Amazing Spider-man #441 (1998),Marvel Comics,😇,-,-,Formerly Gathering Of The Five,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/625-spider-woman-iii.jpg,1998.0
627,Spock,81,18,17,40,56,40,252,Male,Human-vulcan,185 Cm,81 Kg,S'chn T'gai Spock,Star Trek S01e01: The Man Trap,Star Trek,😇,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/627-spock.jpg,
628,Spyke,50,12,17,60,48,30,217,Male,Mutant,183 Cm,83 Kg,Evan Daniels,"""speed & Spyke"" (december 9, 2000)",Marvel Comics,😇,-,-,Morlocks; Formerly: X-men,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/628-spyke.jpg,2000.0
630,Star-lord,69,20,33,50,25,70,267,Male,Human-spartoi,188 Cm,79 Kg,Peter Jason Quill,"Marvel Preview #4 (january, 1976)",Marvel Comics,😇,Adventurer; Royal Prince Of Spartax,"C.i.t.t.; Formerly Kree Space; Hala, Daedalus 5","Guardians Of The Galaxy (leader); Formerly Unnamed Commando Team, United Front, Imperial Guard, Partner Of Ship, Nasa",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/630-star-lord.jpg,1976.0
631,Stardust,88,85,100,110,100,85,568,Male,Unknown,Unknown,Unknown,,-,Marvel Comics,😇,Herald Of Galactus,-,Heralds Of Galactus ; Formerly United Front,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/631-stardust.jpg,
632,Starfire,50,80,33,85,59,70,377,Female,Tamaranean,193 Cm,71 Kg,Koriand'r,"Dc Comics Presents #26 (october, 1980)",Dc Comics,😇,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Formerly R.e.b.e.l.s., Justice League Of America, Teen Titans, Outsiders",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/632-starfire.jpg,1980.0
633,Stargirl,63,80,25,90,87,55,400,Female,Human,165 Cm,62 Kg,Courtney Whitmore,"Stars And S.t.r.i.p.e. #0 (july, 1999)",Dc Comics,😇,-,"Manhattan, New York City; Formerly Beverly Hills, California; Later Blue Valley, Nebraska; Later Metropolis",Justice Society Of America,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/633-stargirl.jpg,1999.0
634,Static,69,8,42,50,90,40,299,Male,Mutant,170 Cm,63 Kg,Virgil Hawkins,"Static #1 (june, 1993)",Dc Comics,😇,Student,"Titans Tower, Formerly Abandoned Gas Station Of Solitude, Dakota City","Shadow Cabinet, Heroes, Teen Titans",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/634-static.jpg,1993.0
635,Steel,81,82,53,90,64,64,434,Male,Unknown,201 Cm,131 Kg,John Henry Irons,Adventures Of Superman #500 (1993),Dc Comics,😇,"Weapons Designer, Former Steelworker","Steelworks, Metropolis; Formerly Jersey City And Washington D.c.",Reserve Member Of The Justice League Of America,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/635-steel.jpg,1993.0
636,Stephanie Powell,69,10,54,10,24,10,177,Female,Unknown,Unknown,Unknown,Stephanie Powell,No Ordinary Family S01e01 (2010),Abc Studios,😇,Executive Vice President Of Research At Global Tech,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/636-stephanie-powell.jpg,2010.0
637,Steppenwolf,94,100,83,100,100,100,577,Male,New God,183 Cm,91 Kg,,The New Gods #7,Dc Comics,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/637-steppenwolf.jpg,
638,Storm,75,10,47,30,88,75,325,Female,Mutant,180 Cm,57 Kg,Ororo Munroe,"Giant-size X-men #1 (may, 1975)",Marvel Comics,😇,Adventurer,"Xavier Institute, Salem Center, Westchester County, New York State","X-men (jean Grey School Member, Leader); Formerly X-force (strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.s.e., X-treme X-men, Tokyo Arena, The Twelve, Seven Brides Of Set, Hellfire Club (inner Circle), Morlocks",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/638-storm.jpg,1975.0
639,Stormtrooper,10,8,8,15,5,20,66,Male,Human,183 Cm,Unknown,,Star Wars: Episode Iv - A New Hope (1977),George Lucas,😈,-,-,-,Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/639-stormtrooper.jpg,1977.0
640,Sunspot,63,63,35,25,90,70,346,Male,Mutant,173 Cm,77 Kg,Roberto Dacosta,"Marvel Graphic Novel #4 (october, 1982)",Marvel Comics,😇,"Adventurer, Businessman","1128 Mission Street, San Francisco, California","Avengers; Formerly X-men, New Mutants, Young X-men, X-corporation (los Angeles Branch), Mlf, X-force, Fallen Angels, Hellfire Club, Bratpack",Https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/640-sunspot.jpg,1982.0
