,id,name,slug,powerstats_intelligence,powerstats_strength,powerstats_speed,powerstats_durability,powerstats_power,powerstats_combat,appearance_gender,appearance_race,appearance_height,appearance_weight,appearance_eyeColor,appearance_hairColor,biography_fullName,biography_alterEgos,biography_aliases,biography_placeOfBirth,biography_firstAppearance,biography_publisher,biography_alignment,work_occupation,work_base,connections_groupAffiliation,connections_relatives,images_xs,images_sm,images_md,images_lg
492,641,Superboy,641-superboy,75,95,83,90,95,60,Male,,"[""5'7"", '170 cm']","['150 lb', '68 kg']",Blue,Black,Kon-El / Conner Kent,No alter egos found.,"['Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid', 'Superman']",Project Cadmus cloning facility,"Adventures of Superman #500 (June, 1993)",DC Comics,good,-,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,"Teen Titans, Legion of Super-Heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/641-superboy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/641-superboy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/641-superboy.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/641-superboy.jpg
493,642,Superboy-Prime,642-superboy-prime,94,100,100,100,100,85,Male,Kryptonian,"[""5'11"", '180 cm']","['170 lb', '77 kg']",Blue,Black / Blue,Kal-El,No alter egos found.,['Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper'],Krypton (Earth-Prime),"DC Comics Presents #87 (November, 1985)",DC Comics,bad,-,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.","Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/642-superboy-prime.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/642-superboy-prime.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/642-superboy-prime.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/642-superboy-prime.jpg
494,643,Supergirl,643-supergirl,94,100,100,100,100,75,Female,Kryptonian,"[""5'5"", '165 cm']","['120 lb', '54 kg']",Blue,Blond,Kara Zor-El,No alter egos found.,"['Linda Lang', 'Kara-El', 'Kara Kent', 'Flamebird', 'Trinity Child', 'Teen of Tomorrow', 'The Girl of Steel', 'The Maid of Might', 'The Princess of Power', 'Mighty Maid', 'Claire Connors', 'Bluebird']","Argo City, Krypton","Superman/Batman #8 (May, 2004)",DC Comics,good,"Intern, Adventurer, Student, Crime-Fighter",Metropolis,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/643-supergirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/643-supergirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/643-supergirl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/643-supergirl.jpg
495,644,Superman,644-superman,94,100,100,100,100,85,Male,Kryptonian,"[""6'3"", '191 cm']","['225 lb', '101 kg']",Blue,Black,Clark Kent,Superman Prime One-Million,"['Clark Joseph Kent', 'The Man of Steel', 'the Man of Tomorrow', 'the Last Son of Krypton', 'Big Blue', 'the Metropolis Marvel', 'the Action Ace']",Krypton,ACTION COMICS #1,Superman Prime One-Million,good,Reporter for the Daily Planet and novelist,Metropolis,"Justice League of America, The Legion of Super-Heroes (pre-Crisis as Superboy); Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El/Conner Kent, partial clone)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/644-superman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/644-superman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/644-superman.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/644-superman.jpg
496,645,Swamp Thing,645-swamp-thing,88,95,25,100,100,55,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",Red,No Hair,Alec Holland,No alter egos found.,"['Green Man', 'Swampy', 'the Weed', 'Le Bon Gumbo', 'Smalsh-Yegger (on Rann)']",-,"Swamp Thing #1 (November, 1972)",DC Comics,bad,"Planet Elemental, former Biochemist",-,"formerly (Parliament of Trees; Parliament of Stones, Parliament of Flames, Parliament of Waves, and Parliament of Vapors), The Parliament of Worlds","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef? Holland (daughter); Gregori Arcane (father-in-law, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/645-swamp-thing.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/645-swamp-thing.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/645-swamp-thing.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/645-swamp-thing.jpg
497,646,Swarm,646-swarm,75,18,50,90,38,35,Male,Mutant,"[""6'5"", '196 cm']","['104 lb', '47 kg']",Yellow,No Hair,Fritz von Meyer,No alter egos found.,['-'],-,"Champions #14 (July, 1977)",Marvel Comics,bad,Ph.D. in toxicology & entomology,Formerly South Africa,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/646-swarm.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/646-swarm.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/646-swarm.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/646-swarm.jpg
498,647,Sylar,647-sylar,75,10,12,28,91,56,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,Gabriel Gray,No alter egos found.,"['Gabriel Sylar', ""Drew O'Grady"", 'Dr. Suresh', 'Zane Taylor', 'Isaac Mendez']",-,-,NBC - Heroes,bad,Timepiece restorer,"New York, NY",-,Virginia Gray (mother),https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/647-sylar.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/647-sylar.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/647-sylar.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/647-sylar.jpg
499,648,Synch,648-synch,75,67,23,28,74,56,Male,,"[""5'11"", '180 cm']","['165 lb', '74 kg']",Brown,Black,Everett Thomas,No alter egos found.,['-'],-,X-Men #36 (1994),Marvel Comics,good,Student,Massachusetts Academy,Generation X,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/648-synch.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/648-synch.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/648-synch.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/648-synch.jpg
500,649,T-1000,649-t-1000,75,34,33,100,100,75,Male,Android,"[""6'0"", '183 cm']","['325 lb', '146 kg']",-,-,Cyberdyne Systems Series 1000 Terminator,No alter egos found.,"['T-1001', 'T-1002']",-,Terminator 2: Judgment Day,Dark Horse Comics,bad,-,-,Skynet,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/649-t-1000.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/649-t-1000.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/649-t-1000.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/649-t-1000.jpg
501,650,T-800,650-t-800,75,34,17,60,73,65,Male,Cyborg,"['-', '0 cm']","['390 lb', '176 kg']",Red,-,Cyberdyne Systems Series 800 Terminator Model 101,No alter egos found.,['Terminator'],-,The Terminator (1984),Dark Horse Comics,bad,Assassin,-,Skynet,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/650-t-800.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/650-t-800.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/650-t-800.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/650-t-800.jpg
502,651,T-850,651-t-850,75,80,25,90,83,75,Male,Cyborg,"['-', '0 cm']","['440 lb', '198 kg']",Red,-,Cyberdyne Systems Series 850 Terminator,No alter egos found.,['Terminator'],-,Terminator 3: Rise of the Machines (2003),Dark Horse Comics,bad,Assassin,-,Skynet,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/651-t-850.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/651-t-850.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/651-t-850.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/651-t-850.jpg
503,652,T-X,652-t-x,75,63,29,85,100,80,Female,Cyborg,"['-', '0 cm']","['330 lb', '149 kg']",-,-,Cyberdyne Systems Series X Terminator,No alter egos found.,['-'],-,-,Dark Horse Comics,bad,Assassin / Genesis Overseer,-,Skynet,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/652-t-x.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/652-t-x.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/652-t-x.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/652-t-x.jpg
504,653,Taskmaster,653-taskmaster,75,12,50,20,63,100,Male,Human,"[""6'2"", '188 cm']","['220 lb', '99 kg']",Brown,Brown,Tony Masters,No alter egos found.,['-'],-,Avengers #195,Marvel Comics,bad,"Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp","Bagalia; A.I.M Island, Taskmaster's Academy",-,"Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/653-taskmaster.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/653-taskmaster.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/653-taskmaster.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/653-taskmaster.jpg
505,654,Tempest,654-tempest,38,10,45,28,66,60,Female,,"[""5'4"", '163 cm']","['121 lb', '54 kg']",Brown,Black,Angel Salvadore Bohusk,Angel Salvadore,['-'],-,"New X-Men #118 (November, 2001)",Angel Salvadore,good,-,-,Formerly New Warriors; Special Class,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/654-tempest.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/654-tempest.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/654-tempest.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/654-tempest.jpg
506,655,Thanos,655-thanos,100,100,33,100,100,80,Male,Eternal,"[""6'7"", '201 cm']","['985 lb', '443 kg']",Red,No Hair,Thanos,No alter egos found.,"['The Mad Titan', 'Masterlord', 'The Overmaster', 'Chins']",Titan,Iron Man #55,Marvel Comics,bad,"Conqueror, worshiper of Death","Mobile, formerly Sanctuary II, Titan","Zodiac (ally); formerly Infinity Watch, Defenders","A'Lars (father): Sui-San (mother, deceased; Eros (brother);Kronos (paternal Grandfather, deceased); Daina (paternal grandmother, deceased); Zuras (uncle, deceased); Thena (cousin); Gamora (foster daughter);Nebula (alleged granddaughter); Rot (""child"" by Death);",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/655-thanos.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/655-thanos.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/655-thanos.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/655-thanos.jpg
507,656,The Cape,656-the-cape,38,10,23,32,22,64,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,Vince Faraday,No alter egos found.,['Cape'],-,The Cape S01E01 (2011),,good,-,-,-,"Trip Faraday (son), Dana Thompson-Faraday (wife)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/656-the-cape.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/656-the-cape.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/656-the-cape.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/656-the-cape.jpg
508,657,The Comedian,657-the-comedian,63,14,17,10,12,80,Male,Human,"[""6'2"", '188 cm']","['225 lb', '101 kg']",Brown,Black,Edward Morgen Blake,No alter egos found.,['Eddie Blake'],-,"Watchmen #1 (September, 1986)",DC Comics,neutral,Former Adventurer; Government Agent,New York City,"Formerly Crimebusters, Minutemen","Silk Spectre (Laurel ""Laurie"" Juspeczyk) (daughter)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/657-the-comedian.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/657-the-comedian.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/657-the-comedian.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/657-the-comedian.jpg
509,658,Thing,658-thing,75,84,21,100,38,80,Male,Human / Radiation,"[""6'0"", '183 cm']","['500 lb', '225 kg']",Blue,No Hair,Ben Grimm,No alter egos found.,"['Blackbeard the Pirate', 'Grim Ben', 'Dr. Josiah Verpoorteen']","New York City, New York","Fantastic Four #1 (November, 1961)",Marvel Comics,good,"Adventurer, former Air Force test pilot","Baxter Building, New York City, New York (formerly) Four Freedoms Plaza, Pier Four;","Fantastic Four formerly Avengers West Coast, Unlimited Class Wrestling Federation, Thunderiders","Daniel (father, deceased), Elsie (mother, deceased), Daniel Jr. (brother, deceased), Jacob ('Jake,' uncle), Alyce (aunt, deceased), Pentunia ('Penny,' aunt, Jacob's second wife)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/658-thing.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/658-thing.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/658-thing.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/658-thing.jpg
510,659,Thor,659-thor,69,100,83,100,100,100,Male,Asgardian,"[""6'6"", '198 cm']","['640 lb', '288 kg']",Blue,Blond,Thor Odinson,Rune King Thor,"['Donald Blake', 'Sigurd Jarlson', 'Jake Olsen', 'Donar the Mighty']",Asgard,"Journey into Mystery #83 (August, 1962)",Rune King Thor,good,King of Asgard; formerly EMS Technician; Physician,"New York, New York",Avengers,"Odin (father), Gaea (mother), Frigga (step-mother), Loki (step-brother), Vidar (half-brother), Buri (paternal great-grandfather), Bolthorn (maternal great grandfather), Bor (grandfather), Bestla (grandmother), Vili (uncle), Ve (uncle), Sigyn (former sister-in-law), Hela (alleged niece), Jormungand (alleged nephew), Fernis Wolf (alleged nephew)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/659-thor.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/659-thor.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/659-thor.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/659-thor.jpg
511,660,Thor Girl,660-thor-girl,75,83,70,84,100,70,Female,Asgardian,"[""5'9"", '175 cm']","['317 lb', '143 kg']",Blue,Blond,Tarene,No alter egos found.,"['Asgard Lass', 'the Designate', 'the Destroyer', 'Hammerette', 'Hammer Girl', 'Hammer Lass', 'Tara Olson', 'Spirit of the Jewel', 'the Supreme', 'Thoreta', 'Thorita', 'Thor Lass']",-,"Thor, Volume 2, #22; (as Thor Girl) Thor, Volume 2, #33",Marvel Comics,good,-,"Camp Hammond; FormerlyNew York City, Formerly Asgard",Ally of the Asgardians,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/660-thor-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/660-thor-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/660-thor-girl.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/660-thor-girl.jpg
512,661,Thunderbird,661-thunderbird,50,32,27,32,13,70,Male,,"[""6'1"", '185 cm']","['225 lb', '101 kg']",Brown,Black,John Proudstar,No alter egos found.,['-'],"Camp Verde, Arizona",Giant-Size X-Men #1 (1975),Marvel Comics,good,"Former adventurer, student, Marine","Xavier's School for Gifted Youngsters, Salem Center, Westchester County, New York","X-Men, formerly US Marine Corp","Unidentified grandfather (deceased), Neal Proudstar (father, deceased), Maria Proudstar (mother, deceased), James Proudstar (Warpath, brother)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/661-thunderbird.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/661-thunderbird.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/661-thunderbird.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/661-thunderbird.jpg
513,664,Thunderstrike,664-thunderstrike,63,80,70,84,42,72,Male,,"[""6'6"", '198 cm']","['640 lb', '288 kg']",Blue,Blond,Eric Kevin Masterson,No alter egos found.,['Thor'],-,(as Masterson) Thor #391; (as Thor) Thor #432; (as Thunderstrike) Thunderstrike #1,Marvel Comics,good,"(as Thunderstrike) Adventurer, crimefighter, (as Masterson) Architect",-,"(At time of death) Avengers; (Formerly) Legion of the Unliving, Thor Corps","Marcy Masterson Steele (wife, divorced), Kevin Masterson (son)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/664-thunderstrike.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/664-thunderstrike.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/664-thunderstrike.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/664-thunderstrike.jpg
514,665,Thundra,665-thundra,38,81,32,64,26,54,Female,,"[""7'2"", '218 cm']","['350 lb', '158 kg']",Green,Red,Thundra,No alter egos found.,['-'],-,"Fantastic Four #129 (December, 1972)",Marvel Comics,good,"Ruler, warrior",Mobile; United Sisterhood Republic of North America,"Lady Liberators; Empress of the Sisterhood; formerly Frightful Four, Fantastic Four, former agent of Roxxon Oil Corporation","Superia (alleged ancestor), Arkon (consort) Lyra (alternate reality daughter)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/665-thundra.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/665-thundra.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/665-thundra.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/665-thundra.jpg
515,666,Tiger Shark,666-tiger-shark,38,72,46,70,51,28,Male,Human,"[""6'1"", '185 cm']","['450 lb', '203 kg']",Grey,No Hair,Todd Arliss,No alter egos found.,['Arlys Tigershark'],"Pasadena, California","Sub-Mariner #5 (September, 1968)",Marvel Comics,bad,-,-,"Villains for Hire, Lethal Legion, Dr. Dorcas; Masters of Evil; Namor's Deep Six; Attuma's Deep Six; Offenders","Diane Newell (sister); Mara (wife, deceased); Walter Newell (brother-in-law);",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/666-tiger-shark.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/666-tiger-shark.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/666-tiger-shark.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/666-tiger-shark.jpg
516,667,Tigra,667-tigra,63,32,53,38,33,90,Female,,"[""5'10"", '178 cm']","['180 lb', '81 kg']",Green,Auburn,Greer Grant Nelson,No alter egos found.,"['The Cat', 'Greer Sorenson']",Presumably Chicago Illinois USA,The Cat #1,Marvel Comics,good,"Laboratory assistant, model, adventurer, NYC police","New York City, New York USA",Avengers,"Mr. Grant (father), Mrs. Grant (mother, deceased), William Nelson (husband, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/667-tigra.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/667-tigra.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/667-tigra.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/667-tigra.jpg
517,668,Tinkerer,668-tinkerer,100,10,23,14,10,14,Male,,"[""5'4"", '163 cm']","['120 lb', '54 kg']",Brown,White,Phineas Mason,No alter egos found.,['-'],-,Amazing Spider-Man #2 (1963),Marvel Comics,bad,Inventor and technician serving the underworld,-,-,"Deborah Watts Mason (wife, deceased), Rick Mason (aka Agent, son, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/668-tinkerer.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/668-tinkerer.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/668-tinkerer.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/668-tinkerer.jpg
518,670,Toad,670-toad,50,34,58,56,70,28,Male,Mutant,"[""5'9"", '175 cm']","['169 lb', '76 kg']",Black,Brown,Mortimer Toynbee,No alter egos found.,['The Terrible Toad-King'],"York, England","X-Men #4 (March, 1964)",Marvel Comics,neutral,Former criminal,-,"198; (formerly) Brotherhood of Evil Mutants, Misfits; (formerly) associate of Gideon, Emma Frost",-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/670-toad.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/670-toad.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/670-toad.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/670-toad.jpg
519,671,Toxin,671-toxin,56,73,70,84,82,70,Male,Symbiote,"[""6'2"", '188 cm']","['215 lb', '97 kg']",Blue,Brown,Patrick Mulligan,No alter egos found.,['Larry'],New York City,Venom vs. Carnage #1 (2004),Marvel Comics,good,Police officer,-,Ally of Spider-Man and Black Cat,"Gina Mulligan (wife), Edward Mulligan (son), Mr. Mulligan (father), Mrs. Mulligan (mother), Carnage (""father""), Venom (""grandfather"")",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/671-toxin.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/671-toxin.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/671-toxin.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/671-toxin.jpg
520,672,Toxin,672-toxin,75,80,42,85,97,70,Male,Symbiote,"[""6'3"", '191 cm']","['260 lb', '117 kg']",Black,Blond,Eddie Brock,"Anti-Venom, Venom","['Eddie', 'Sister Edwina', '""Ed""', 'Edwin Brock', 'Venom', 'Lethal Protector', '998th', 'Anti-Venom', 'White Venom']","San Francisco, California",Venom Vol 2 #17,Anti-Venom,good,"Vigilante; former symbiote hunter, shelter attendant, government operative, journalist for the Daily Globe","New York, New York","Formerly; temporary partner of Agent Venom, Savage Six, Sinister Six, Revengers, former partner of Vengeance, Spider-Man, Scarlet Spider. Volunteer at F.E.A.S.T.","Carl Brock (father, estranged), Janine Brock (mother, deceased), Mary Brock (sister), Ann Weying (ex-wife, deceased), Symbiotes' relatives: Anti-Venom Symbiote (former symbiote, uncle and former brother, deceased), Venom Symbiote (former symbiote, grandfather, former brother), Agony, Phage, Riot, Lasher (uncles, former sons), Scorn (sister, former niece), Carnage (father, former son), Scream (aunt, former daughter, deceased), Hybrid (uncle, former son, deceased)",https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/xs/672-toxin.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/672-toxin.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/md/672-toxin.jpg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/lg/672-toxin.jpg
